,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
151,342016,Jodhpur_Temp_L (Rajasthan),Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur,Rajasthan,TRUE
152,768115,Kadobahal_Dulampur_D (Orissa),Kadobahal_Dulampur_D (Orissa),Kadobahal_Dulampur_D (Orissa),Kadobahal,Orissa,FALSE
153,192232,Anantnag_Bijbehara_D (Jammu & Kashmir),Anantnag_Bijbehara_D (Jammu & Kashmir),Anantnag_Bijbehara_D (Jammu & Kashmir),Anantnag,Jammu & Kashmir,FALSE
154,713342,Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur,West Bengal,FALSE
155,574118,Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal,Karnataka,FALSE
156,313331,Badnaur_KookarKhera_D (Rajasthan),Badnaur_KookarKhera_D (Rajasthan),Badnaur_KookarKhera_D (Rajasthan),Badnaur,Rajasthan,FALSE
157,577224,Honnali_TMroad_D (Karnataka),Honnali_TMroad_D (Karnataka),Honnali_TMroad_D (Karnataka),Honnali,Karnataka,TRUE
158,680303,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
159,605003,Puducherry_Abhishekpakm_P (Pondicherry),Puducherry_Abhishekpakm_P (Pondicherry),Puducherry_Abhishekpakm_P (Pondicherry),Pondicherry,Pondicherry,FALSE
160,737111,Geyzing_PandayClny_DPP (Sikkim),Geyzing_PandayClny_DPP (Sikkim),Geyzing_PandayClny_DPP (Sikkim),Geyzing,Sikkim,FALSE
161,533228,Mandapeta_Ravulapalem_D (Andhra Pradesh),Mandapeta_Ravulapalem_D (Andhra Pradesh),Mandapeta_Ravulapalem_D (Andhra Pradesh),Mandapeta,Andhra Pradesh,TRUE
162,521321,HanumanJn_Appanaveedu_D (Andhra Pradesh),HanumanJn_Appanaveedu_D (Andhra Pradesh),HanumanJn_Appanaveedu_D (Andhra Pradesh),Pedapadu,Andhra Pradesh,FALSE
163,306704,Khinwara_Nadol_DPP (Rajasthan),Khinwara_Nadol_DPP (Rajasthan),Khinwara_Nadol_DPP (Rajasthan),Khinwara,Rajasthan,TRUE
164,602118,Chennai_Sriperumbudur_GW (Tamil Nadu),Chennai_Sriperumbudur_GW (Tamil Nadu),Chennai_Sriperumbudur_GW (Tamil Nadu),Sriperumbudur,Tamil Nadu,FALSE
165,246443,Joshimath_Singhdhar_D (Uttarakhand),Joshimath_Singhdhar_D (Uttarakhand),Joshimath_Singhdhar_D (Uttarakhand),Joshimath,Uttarakhand,FALSE
166,768105,Rairakhol_KachariRd_DPP (Orissa),Rairakhol_KachariRd_DPP (Orissa),Rairakhol_KachariRd_DPP (Orissa),Rairakhol,Orissa,FALSE
167,247671,Laksar_DabkiKhurd_D (Uttarakhand),Laksar_DabkiKhurd_D (Uttarakhand),Laksar_DabkiKhurd_D (Uttarakhand),Laksar,Uttarakhand,TRUE
168,384430,Kadi_Jadavpura_L (Gujarat),Kadi_Jadavpura_L (Gujarat),Kadi_Jadavpura_L (Gujarat),Kadi,Gujarat,FALSE
169,685509,Kumily_Attappallam_D (Kerala),Kumily_Attappallam_D (Kerala),Kumily_Attappallam_D (Kerala),Kumily,Kerala,TRUE
170,413530,Nilanga_Panchalcolony_D (Maharashtra),Nilanga_Panchalcolony_D (Maharashtra),Nilanga_Panchalcolony_D (Maharashtra),Nilanga,Maharashtra,FALSE
171,424303,Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule,Maharashtra,TRUE
172,822127,Mahagama_Teachercolony_DPP (Jharkhand),Mahagama_Teachercolony_DPP (Jharkhand),Mahagama_Teachercolony_DPP (Jharkhand),Mahagama,Jharkhand,FALSE
173,673012,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
174,144209,Hoshiarpur_Hariana_D (Punjab),Hoshiarpur_Hariana_D (Punjab),Hoshiarpur_Hariana_D (Punjab),Hoshiarpur,Punjab,TRUE
175,741258,Ranaghat_Payradanga_D (West Bengal),Ranaghat_Payradanga_D (West Bengal),Ranaghat_Payradanga_D (West Bengal),Ranaghat,West Bengal,FALSE
176,363641,Morbi_MahavirNagar_D (Gujarat),Morbi_MahavirNagar_D (Gujarat),Morbi_MahavirNagar_D (Gujarat),Morbi,Gujarat,TRUE
177,493211,Tilda_Charoda_D (Chhattisgarh),Tilda_Charoda_D (Chhattisgarh),Tilda_Charoda_D (Chhattisgarh),Tilda,Chhattisgarh,FALSE
178,481556,Linga_Kurenda_DPP (Madhya Pradesh),Linga_Kurenda_DPP (Madhya Pradesh),Linga_Kurenda_DPP (Madhya Pradesh),Linga,Madhya Pradesh,FALSE
179,246734,Chandpur_NoorpurRd_D (Uttar Pradesh),Chandpur_NoorpurRd_D (Uttar Pradesh),Chandpur_NoorpurRd_D (Uttar Pradesh),Chandpur,Uttar Pradesh,FALSE
180,600069,Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
181,741163,Nazirpur_Thanarpara_D (West Bengal),Nazirpur_Thanarpara_D (West Bengal),Nazirpur_Thanarpara_D (West Bengal),Nazirpur,West Bengal,TRUE
182,261303,Sidhauli_Rmdna_D (Uttar Pradesh),Sidhauli_Rmdna_D (Uttar Pradesh),Sidhauli_Rmdna_D (Uttar Pradesh),Sidhauli,Uttar Pradesh,TRUE
183,500023,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
184,791110,Itanagar_Doimukh_I (Arunachal Pradesh),Itanagar_Doimukh_I (Arunachal Pradesh),Itanagar_Doimukh_I (Arunachal Pradesh),Itanagar,Arunachal Pradesh,TRUE
185,803121,Rajgir_Naipokhar_D (Bihar),Rajgir_Naipokhar_D (Bihar),Rajgir_Naipokhar_D (Bihar),Rajgir,Bihar,TRUE
186,700109,Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata,West Bengal,FALSE
187,571315,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,FALSE
188,444808,Paratwada_Hardenagar_D (Maharashtra),Paratwada_Hardenagar_D (Maharashtra),Paratwada_Hardenagar_D (Maharashtra),Paratwada,Maharashtra,TRUE
189,690516,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,TRUE
190,181121,Jammu_TransportNagar1_L (Jammu & Kashmir),Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu_TransportNagar1_L (Jammu & Kashmir),Jammu,Jammu & Kashmir,FALSE
191,824235,Tekari_BaheliyaBigha_D (Bihar),Tekari_BaheliyaBigha_D (Bihar),Tekari_BaheliyaBigha_D (Bihar),Tekari,Bihar,TRUE
192,770052,Koira_Bhanjapali_DPP (Orissa),Koira_Bhanjapali_DPP (Orissa),Koira_Bhanjapali_DPP (Orissa),Koira,Orissa,FALSE
193,383327,Bayad_ShivamSociety_D (Gujarat),Bayad_ShivamSociety_D (Gujarat),Bayad_ShivamSociety_D (Gujarat),Bayad,Gujarat,FALSE
194,695589,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,FALSE
195,574223,Sullia_Kurunjibhag_D (Karnataka),Sullia_Kurunjibhag_D (Karnataka),Sullia_Kurunjibhag_D (Karnataka),Sullia,Karnataka,FALSE
196,431602,Nanded_Wajegaon_H (Maharashtra),Nanded_Wajegaon_H (Maharashtra),Nanded_Wajegaon_H (Maharashtra),Nanded,Maharashtra,TRUE
197,176028,NagrotaSurian_Saknra_DPP (Himachal Pradesh),NagrotaSurian_Saknra_DPP (Himachal Pradesh),NagrotaSurian_Saknra_DPP (Himachal Pradesh),Nagrota Surian,Himachal Pradesh,FALSE
198,680619,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
199,811317,Lakhisarai_Central_I_2 (Bihar),Lakhisarai_Central_I_2 (Bihar),Lakhisarai_Central_I_2 (Bihar),Lakhisarai,Bihar,TRUE
200,742147,Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram,West Bengal,TRUE
201,643207,Gudalur_Devarshola_DPP (Tamil Nadu),Gudalur_Devarshola_DPP (Tamil Nadu),Gudalur_Devarshola_DPP (Tamil Nadu),Gudalur,Tamil Nadu,TRUE
202,524301,Atmakur_LRPalli_D (Andhra Pradesh),Atmakur_LRPalli_D (Andhra Pradesh),Atmakur_LRPalli_D (Andhra Pradesh),Atmakur-AP,Andhra Pradesh,FALSE
203,591211,Nipani_Sakharwadi_D (Karnataka),Nipani_Sakharwadi_D (Karnataka),Nipani_Sakharwadi_D (Karnataka),Nipani,Karnataka,FALSE
204,202281,Aligarh_Atrauli_D (Uttar Pradesh),Aligarh_Atrauli_D (Uttar Pradesh),Aligarh_Atrauli_D (Uttar Pradesh),Aligarh,Uttar Pradesh,FALSE
205,456335,Nagda_Banbana_D (Madhya Pradesh),Nagda_Banbana_D (Madhya Pradesh),Nagda_Banbana_D (Madhya Pradesh),Nagda,Madhya Pradesh,FALSE
206,760009,Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur,Orissa,FALSE
207,676320,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,TRUE
208,422109,Sinnar_Pimpale_D (Maharashtra),Sinnar_Pimpale_D (Maharashtra),Sinnar_Pimpale_D (Maharashtra),Sinnar,Maharashtra,TRUE
209,500008,Hyderabad_Narsingi_L (Telangana),Hyderabad_Shamshbd_H (Telangana),Hyderabad_Narsingi_L (Telangana),Hyderabad,Telangana,FALSE
210,641038,Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
211,833220,Seraikella_NawaDih_D (Jharkhand),Seraikella_NawaDih_D (Jharkhand),Seraikella_NawaDih_D (Jharkhand),Seraikella,Jharkhand,FALSE
212,181201,Akhnoor_Galali_D (Jammu & Kashmir),Akhnoor_Galali_D (Jammu & Kashmir),Akhnoor_Galali_D (Jammu & Kashmir),Akhnoor,Jammu & Kashmir,FALSE
213,591315,Ugar_SaiNagar_D (Karnataka),Ugar_SaiNagar_D (Karnataka),Ugar_SaiNagar_D (Karnataka),Ugar,Karnataka,FALSE
214,388205,Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand,Gujarat,FALSE
215,177025,Hamirpur_Amman_DPP (Himachal Pradesh),Hamirpur_Amman_DPP (Himachal Pradesh),Hamirpur_Amman_DPP (Himachal Pradesh),Hamirpur,Himachal Pradesh,FALSE
216,440104,Nagpur_Khapari_GW (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur,Maharashtra,TRUE
217,226026,Lucknow_Barabankimati_L (Uttar Pradesh),Lucknow_Barabankimati_L (Uttar Pradesh),Lucknow_Barabankimati_L (Uttar Pradesh),Lucknow,Uttar Pradesh,FALSE
218,382346,Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad,Gujarat,FALSE
219,384340,Satlasana_Hndutmpl_DPP (Gujarat),Satlasana_Hndutmpl_DPP (Gujarat),Satlasana_Hndutmpl_DPP (Gujarat),Satlasana,Gujarat,FALSE
220,303104,Achrol_JanakVihar_D (Rajasthan),Achrol_JanakVihar_D (Rajasthan),Achrol_JanakVihar_D (Rajasthan),Achrol,Rajasthan,FALSE
221,535523,Kurupam_Ward2_D (Andhra Pradesh),Kurupam_Ward2_D (Andhra Pradesh),Kurupam_Ward2_D (Andhra Pradesh),Kurupam,Andhra Pradesh,FALSE
222,561211,Gauribidanur_Srinagara_D (Karnataka),Gauribidanur_Srinagara_D (Karnataka),Gauribidanur_Srinagara_D (Karnataka),Gauribidanur,Karnataka,TRUE
223,303009,Dudu_MalpuraRd_D (Rajasthan),Dudu_MalpuraRd_D (Rajasthan),Dudu_MalpuraRd_D (Rajasthan),Dudu,Rajasthan,TRUE
224,842004,Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur,Bihar,FALSE
225,627007,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,FALSE
226,828402,Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad_Tilabani_H (Jharkhand),Dhanbad,Jharkhand,TRUE
227,768221,Bamra_Govindpur_D (Orissa),Bamra_Govindpur_D (Orissa),Bamra_Govindpur_D (Orissa),Bamra,Orissa,FALSE
228,733140,Gangarampur_SahaPara_D (West Bengal),Gangarampur_SahaPara_D (West Bengal),Gangarampur_SahaPara_D (West Bengal),Gangarampur,West Bengal,TRUE
229,628621,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,TRUE
230,813222,Kahalgaon_Budhuchak_D (Bihar),Kahalgaon_Budhuchak_D (Bihar),Kahalgaon_Budhuchak_D (Bihar),Kahalgaon,Bihar,TRUE
231,451449,Sendhwa_Julwaniya_H (Madhya Pradesh),Sendhwa_Julwaniya_H (Madhya Pradesh),Sendhwa_Julwaniya_H (Madhya Pradesh),Sendhwa,Madhya Pradesh,TRUE
232,686582,Pala_Elappunkal_D (Kerala),Pala_Elappunkal_D (Kerala),Pala_Elappunkal_D (Kerala),Pala,Kerala,FALSE
233,670303,Kannur_Mandur_D (Kerala),Kannur_Mandur_D (Kerala),Kannur_Mandur_D (Kerala),Kannur,Kerala,TRUE
234,712708,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,TRUE
235,632014,Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore,Tamil Nadu,FALSE
236,686013,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
237,695561,Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Trivandrum_Chelamangalm_L (Kerala),Thiruvananthapuram,Kerala,FALSE
238,387315,Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand,Gujarat,FALSE
239,680310,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
240,752108,Konark_Central_DPP_2 (Orissa),Konark_Central_DPP_2 (Orissa),Konark_Central_DPP_2 (Orissa),Konark,Orissa,TRUE
241,637001,Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal,Tamil Nadu,TRUE
242,431105,Paithan_PannlalNagar_D (Maharashtra),Paithan_PannlalNagar_D (Maharashtra),Paithan_PannlalNagar_D (Maharashtra),Paithan,Maharashtra,TRUE
243,210105,Chitrakoot_Puranibazar_D (Uttar Pradesh),Chitrakoot_Puranibazar_D (Uttar Pradesh),Chitrakoot_Puranibazar_D (Uttar Pradesh),Chitrakoot,Uttar Pradesh,TRUE
244,481998,Bichhiya_BhuaRyt_DPP (Madhya Pradesh),Bichhiya_BhuaRyt_DPP (Madhya Pradesh),Bichhiya_BhuaRyt_DPP (Madhya Pradesh),Bichhiya,Madhya Pradesh,FALSE
245,783393,Bongaigaon_Chapaguri_I (Assam),Bongaigaon_Chapaguri_I (Assam),Bongaigaon_Chapaguri_I (Assam),Bongaigaon,Assam,FALSE
246,625302,Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponnamaravathi,Tamil Nadu,TRUE
247,781015,Guwahati_Kaikchi1_L (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati_Kaikchi1_L (Assam),Guwahati,Assam,FALSE
248,700042,Kolkata_Nazirabad_L (West Bengal),Kolkata_Nazirabad_L (West Bengal),Kolkata_Nazirabad_L (West Bengal),Kolkata,West Bengal,FALSE
249,382115,Ahmedabad_Manorama_L (Gujarat),Ahmedabad_Manorama_L (Gujarat),Ahmedabad_Manorama_L (Gujarat),Ahmedabad,Gujarat,FALSE
250,630405,Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponnamaravathi,Tamil Nadu,TRUE
251,832103,Ghatshila_Ekramcolony_D (Jharkhand),Ghatshila_Ekramcolony_D (Jharkhand),Ghatshila_Ekramcolony_D (Jharkhand),Ghatshila,Jharkhand,TRUE
252,630004,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,FALSE
253,591247,Chikodi_Prabhuwadi_D (Karnataka),Chikodi_Prabhuwadi_D (Karnataka),Chikodi_Prabhuwadi_D (Karnataka),Chikodi,Karnataka,FALSE
254,623120,Perunali_Sayalkudi_D (Tamil Nadu),Perunali_Sayalkudi_D (Tamil Nadu),Perunali_Sayalkudi_D (Tamil Nadu),Perunali,Tamil Nadu,TRUE
255,401203,Mumbai_Wakanpada_L (Maharashtra),Mumbai_Wakanpada_L (Maharashtra),Mumbai_Wakanpada_L (Maharashtra),Mumbai,Maharashtra,FALSE
256,603048,Chennai_Sriperumbudur_GW (Tamil Nadu),Chennai_Sriperumbudur_GW (Tamil Nadu),Chennai_Sriperumbudur_GW (Tamil Nadu),Sriperumbudur,Tamil Nadu,FALSE
257,690558,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,TRUE
258,676551,Tirur_Niramaruthur_D (Kerala),Tirur_Niramaruthur_D (Kerala),Tirur_Niramaruthur_D (Kerala),Tirur,Kerala,TRUE
259,606751,Polur_Kadaladi_D (Tamil Nadu),Polur_Kadaladi_D (Tamil Nadu),Polur_Kadaladi_D (Tamil Nadu),Polur,Tamil Nadu,TRUE
260,515004,Anantapur_AyyavaripalliRD_H (Andhra Pradesh),Anantapur_AyyavaripalliRD_H (Andhra Pradesh),Anantapur_AyyavaripalliRD_H (Andhra Pradesh),Anantapur,Andhra Pradesh,FALSE
261,742000,Hooghly_DC (West Bengal),Hooghly_DC (West Bengal),Hooghly_DC (West Bengal),Hooghly,West Bengal,FALSE
262,712139,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,FALSE
263,144806,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,TRUE
264,402201,Alibag_VidyaNagar_D (Maharashtra),Alibag_VidyaNagar_D (Maharashtra),Alibag_VidyaNagar_D (Maharashtra),Alibag,Maharashtra,TRUE
265,641102,Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore,Tamil Nadu,TRUE
266,695105,Attingal_Central_D_2 (Kerala),Attingal_Central_D_2 (Kerala),Attingal_Central_D_2 (Kerala),Attingal,Kerala,TRUE
267,625515,Cumbum_BhrthiyarNgr_D (Tamil Nadu),Cumbum_BhrthiyarNgr_D (Tamil Nadu),Cumbum_BhrthiyarNgr_D (Tamil Nadu),Cumbum,Tamil Nadu,TRUE
268,160049,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
269,757083,Balasore_Ganeswarpur_I (Orissa),Balasore_Ganeswarpur_I (Orissa),Balasore_Ganeswarpur_I (Orissa),Balasore,Orissa,TRUE
270,756085,Contai_Fatepur_DPP (West Bengal),Contai_Fatepur_DPP (West Bengal),Contai_Fatepur_DPP (West Bengal),RamnagarWB,West Bengal,TRUE
271,363750,Viramgam_Dasada2_D (Gujarat),Viramgam_Dasada2_D (Gujarat),Viramgam_Dasada2_D (Gujarat),Viramgam,Gujarat,TRUE
272,641036,Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
273,414302,Parner_Hindchowk_D (Maharashtra),Parner_Hindchowk_D (Maharashtra),Parner_Hindchowk_D (Maharashtra),Parner,Maharashtra,TRUE
274,682000,Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva,Kerala,TRUE
275,841231,Siwan_Andar_D (Bihar),Siwan_Andar_D (Bihar),Siwan_Andar_D (Bihar),Siwan,Bihar,TRUE
276,636906,Harur_PeriyarNagar_D (Tamil Nadu),Harur_PeriyarNagar_D (Tamil Nadu),Harur_PeriyarNagar_D (Tamil Nadu),Harur,Tamil Nadu,FALSE
277,313323,Rajsamand_Tarseengra_D (Rajasthan),Rajsamand_Tarseengra_D (Rajasthan),Rajsamand_Tarseengra_D (Rajasthan),Rajsamand,Rajasthan,TRUE
278,828102,Phusro_SinghNagar_D (Jharkhand),Phusro_SinghNagar_D (Jharkhand),Phusro_SinghNagar_D (Jharkhand),Phusro,Jharkhand,TRUE
279,621120,Perambalur_Supernagar_D (Tamil Nadu),Perambalur_Supernagar_D (Tamil Nadu),Perambalur_Supernagar_D (Tamil Nadu),Perambalur,Tamil Nadu,TRUE
280,363623,Wankaner_Railwaycolony_D (Gujarat),Wankaner_Railwaycolony_D (Gujarat),Wankaner_Railwaycolony_D (Gujarat),Wankaner,Gujarat,
281,711103,Howrah_Alampur_L (West Bengal),Kolkata_Dankuni_GW (West Bengal),Howrah_Alampur_L (West Bengal),Howrah,West Bengal,FALSE
282,533433,Samarlakota_Sriramnagar_D (Andhra Pradesh),Samarlakota_Sriramnagar_D (Andhra Pradesh),Samarlakota_Sriramnagar_D (Andhra Pradesh),Samarlakota,Andhra Pradesh,FALSE
283,576104,Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal,Karnataka,FALSE
284,431517,Ambajogai_BansilalNgr_D (Maharashtra),Ambajogai_BansilalNgr_D (Maharashtra),Ambajogai_BansilalNgr_D (Maharashtra),Ambajogai,Maharashtra,TRUE
285,431201,Aurangabad_Gngapr_H (Maharashtra),Aurangabad_Gngapr_H (Maharashtra),Aurangabad_Gngapr_H (Maharashtra),Aurangabad,Maharashtra,FALSE
286,622209,Pudukkottai_Lnpuram_D (Tamil Nadu),Pudukkottai_Lnpuram_D (Tamil Nadu),Pudukkottai_Lnpuram_D (Tamil Nadu),Pudukkottai,Tamil Nadu,TRUE
287,680683,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
288,679326,Pandikkad_Thangalpadi_D (Kerala),Pandikkad_Thangalpadi_D (Kerala),Pandikkad_Thangalpadi_D (Kerala),Pandikkad,Kerala,FALSE
289,835233,Gumla_Deepnagar_D (Jharkhand),Gumla_Deepnagar_D (Jharkhand),Gumla_Deepnagar_D (Jharkhand),Gumla,Jharkhand,FALSE
290,577447,Shikaripur_Mandipet_D (Karnataka),Shikaripur_Mandipet_D (Karnataka),Shikaripur_Mandipet_D (Karnataka),Shikaripur,Karnataka,TRUE
291,534006,Eluru_Kalaparru_I (Andhra Pradesh),Eluru_Kalaparru_I (Andhra Pradesh),Eluru_Kalaparru_I (Andhra Pradesh),Eluru,Andhra Pradesh,FALSE
292,221009,Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi,Uttar Pradesh,FALSE
293,509207,Vikarabad_Pargi_D (Telangana),Vikarabad_Pargi_D (Telangana),Vikarabad_Pargi_D (Telangana),Vikarabad,Telangana,TRUE
294,689592,Ranni_Chethakhl_D (Kerala),Ranni_Chethakhl_D (Kerala),Ranni_Chethakhl_D (Kerala),Ranni,Kerala,FALSE
295,761004,Chikiti_Bhlasingi_D (Orissa),Chikiti_Bhlasingi_D (Orissa),Chikiti_Bhlasingi_D (Orissa),Chikiti,Orissa,TRUE
296,847408,Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur,Bihar,TRUE
297,624106,Kodaikanal_Mudliyrpurm_D (Tamil Nadu),Kodaikanal_Mudliyrpurm_D (Tamil Nadu),Kodaikanal_Mudliyrpurm_D (Tamil Nadu),Kodaikanal,Tamil Nadu,TRUE
298,680654,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
299,829108,Patratu_Saundabasti_D (Jharkhand),Patratu_Saundabasti_D (Jharkhand),Patratu_Saundabasti_D (Jharkhand),Patratu,Jharkhand,FALSE
300,465106,Shajapur_Mahupura_D (Madhya Pradesh),Shajapur_Mahupura_D (Madhya Pradesh),Shajapur_Mahupura_D (Madhya Pradesh),Shajapur,Madhya Pradesh,TRUE
301,722172,Bankura_Chhatna_DPP (West Bengal),Bankura_Chhatna_DPP (West Bengal),Bankura_Chhatna_DPP (West Bengal),Bankura,West Bengal,TRUE
302,690509,Pathanamthitta_Kulanada_D (Kerala),Pathanamthitta_Kulanada_D (Kerala),Pathanamthitta_Kulanada_D (Kerala),Pathanamthitta,Kerala,TRUE
303,843153,Muzaffarpur_Motipur_D (Bihar),Muzaffarpur_Motipur_D (Bihar),Muzaffarpur_Motipur_D (Bihar),Muzaffarpur,Bihar,FALSE
304,641044,Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
